unique_id,date,warehouse,sales,sell_price_main,availability,holiday,holiday_name,day_name,total_discount
525,2020/10/6,Prague_1,15928.92,3.68,0.47000000000000003,0,Memorial Day for the Martyrs of Arad,Tuesday,0
525,2020/10/7,Prague_1,15305.850000000002,3.68,0.46,0,,Wednesday,0
525,2020/10/8,Prague_1,14119.63,3.68,0.47000000000000003,0,,Thursday,0
525,2020/10/9,Prague_1,16508.100000000002,3.68,0.59,0,,Friday,0
525,2020/10/10,Prague_1,13694.519999999999,3.68,0.64,0,,Saturday,0
525,2020/10/11,Prague_1,17335.01,3.68,0.79,0,,Sunday,0
525,2020/10/12,Prague_1,11886.07,3.68,0.76,0,,Monday,0
525,2020/10/13,Prague_1,15896.44,3.68,0.8,0,,Tuesday,0
525,2020/10/14,Prague_1,13008.24,3.68,0.8,0,,Wednesday,0
525,2020/10/15,Prague_1,15521.17,3.68,0.86,0,,Thursday,0
525,2020/10/16,Prague_1,13117.79,3.68,0.82,0,,Friday,0
525,2020/10/17,Prague_1,14404.460000000001,3.68,0.83,0,,Saturday,0
525,2020/10/18,Prague_1,13744.08,3.68,0.86,0,,Sunday,0
525,2020/10/19,Prague_1,16299.779999999999,3.68,0.76,0,,Monday,0
525,2020/10/20,Prague_1,14586.39,3.68,0.7299999999999999,0,,Tuesday,0
525,2020/10/21,Prague_1,15831.06,3.68,0.65,0,,Wednesday,0
525,2020/10/22,Prague_1,14561.19,3.68,0.87,0,,Thursday,0
525,2020/10/23,Prague_1,13711.32,3.68,0.8099999999999999,1,Memorial day of the 1956 Revolution,Friday,0
525,2020/10/24,Prague_1,17098.34,3.68,0.8099999999999999,0,,Saturday,0
525,2020/10/25,Prague_1,15709.119999999999,3.68,0.62,0,,Sunday,0
525,2020/10/26,Prague_1,21235.83,3.68,0.54,0,,Monday,0
525,2020/10/27,Prague_1,20631.59,3.68,0.59,0,,Tuesday,0
525,2020/10/28,Prague_1,16672.039999999997,3.68,0.59,1,Den vzniku samostatneho ceskoslovenskeho statu,Wednesday,0
525,2020/10/29,Prague_1,21707.07,3.68,0.56,0,,Thursday,0
525,2020/10/30,Prague_1,20446.86,3.68,0.57,0,,Friday,0
525,2020/10/31,Prague_1,14426.929999999998,3.68,0.52,1,Reformation Day,Saturday,0
525,2020/11/1,Prague_1,15380.399999999998,3.68,0.46,1,All Saints Day,Sunday,0
525,2020/11/2,Prague_1,20983.41,3.68,0.5,0,,Monday,0
525,2020/11/3,Prague_1,14434.98,3.68,0.54,0,,Tuesday,0
525,2020/11/4,Prague_1,15444.100000000002,3.68,0.5,0,,Wednesday,0
525,2020/11/5,Prague_1,16037.42,3.68,0.51,0,,Thursday,0
525,2020/11/6,Prague_1,17370.99,3.68,0.55,0,,Friday,0
525,2020/11/7,Prague_1,17531.36,3.68,0.51,0,,Saturday,0
525,2020/11/8,Prague_1,16529.73,3.68,0.47000000000000003,0,,Sunday,0
525,2020/11/9,Prague_1,18491.27,3.68,0.52,0,,Monday,0
525,2020/11/10,Prague_1,17614.38,3.68,0.51,0,,Tuesday,0
525,2020/11/11,Prague_1,12584.25,3.68,0.52,0,,Wednesday,0
525,2020/11/12,Prague_1,14184.24,3.68,0.54,0,,Thursday,0
525,2020/11/13,Prague_1,15923.880000000001,3.68,0.57,0,,Friday,0
525,2020/11/14,Prague_1,12717.949999999999,3.68,0.55,0,,Saturday,0
525,2020/11/15,Prague_1,13234.480000000001,3.68,0.5,0,,Sunday,0
525,2020/11/16,Prague_1,16411.64,3.68,0.55,0,,Monday,0
525,2020/11/17,Prague_1,15000.86,3.68,0.6,1,Den boje za svobodu a demokracii,Tuesday,0
525,2020/11/18,Prague_1,15025.64,3.68,0.55,0,,Wednesday,0
525,2020/11/19,Prague_1,14640.08,3.68,0.62,0,,Thursday,0
525,2020/11/20,Prague_1,16369.220000000001,3.68,0.67,0,,Friday,0
525,2020/11/21,Prague_1,14641.48,3.68,0.65,0,,Saturday,0
525,2020/11/22,Prague_1,14082.81,3.68,0.64,0,,Sunday,0
525,2020/11/23,Prague_1,17000.55,3.68,0.62,0,,Monday,0
525,2020/11/24,Prague_1,18120.83,3.68,0.58,0,,Tuesday,0
525,2020/11/25,Prague_1,16463.02,3.68,0.6,0,,Wednesday,0
525,2020/11/26,Prague_1,13871.76,3.68,0.57,0,,Thursday,0
525,2020/11/27,Prague_1,17828.3,3.68,0.57,0,,Friday,0
525,2020/11/28,Prague_1,16177.77,3.68,0.52,0,,Saturday,0
525,2020/11/29,Prague_1,15375.009999999998,3.68,0.48,0,,Sunday,0
525,2020/11/30,Prague_1,14856.100000000002,3.68,0.51,0,,Monday,0
525,2020/12/1,Prague_1,12769.26,3.68,0.5,0,,Tuesday,0
525,2020/12/2,Prague_1,13518.75,3.68,0.48,0,,Wednesday,0
525,2020/12/3,Prague_1,14773.779999999999,3.68,0.54,0,,Thursday,0
525,2020/12/4,Prague_1,15014.23,3.68,0.66,0,,Friday,0
525,2020/12/5,Prague_1,12845.63,3.68,0.66,0,,Saturday,0
525,2020/12/6,Prague_1,12454.89,3.68,0.55,0,,Sunday,0
525,2020/12/7,Prague_1,11882.15,3.68,0.48999999999999994,0,,Monday,0
525,2020/12/8,Prague_1,6105.54,3.68,0.48999999999999994,0,,Tuesday,0
525,2020/12/9,Prague_1,12496.050000000001,3.68,0.48,0,,Wednesday,0
525,2020/12/10,Prague_1,12665.029999999999,3.68,0.51,0,,Thursday,0
525,2020/12/11,Prague_1,15153.880000000001,3.68,0.53,0,,Friday,0
525,2020/12/12,Prague_1,14322.63,3.68,0.53,0,,Saturday,0
525,2020/12/13,Prague_1,11280.57,3.68,0.48999999999999994,0,,Sunday,0
525,2020/12/14,Prague_1,15465.029999999999,3.68,0.5,0,,Monday,0
525,2020/12/15,Prague_1,16035.039999999999,3.68,0.51,0,,Tuesday,0
525,2020/12/16,Prague_1,12017.67,3.68,0.51,0,,Wednesday,0
525,2020/12/17,Prague_1,14451.36,3.68,0.54,0,,Thursday,0
525,2020/12/18,Prague_1,18282.460000000003,3.68,0.58,0,,Friday,0
525,2020/12/19,Prague_1,14666.19,3.68,0.6,0,,Saturday,0
525,2020/12/20,Prague_1,18238.78,3.68,0.57,0,,Sunday,0
525,2020/12/21,Prague_1,21321.649999999998,3.68,0.57,0,,Monday,0
525,2020/12/22,Prague_1,22140.09,3.68,0.76,0,,Tuesday,0
525,2020/12/23,Prague_1,26860.26,3.68,0.89,0,,Wednesday,0
525,2020/12/24,Prague_1,11640.720000000001,3.68,0.97,1,Christmas Eve,Thursday,0
525,2020/12/26,Prague_1,16955.75,3.68,0.63,1,2nd Christmas Day,Saturday,0
525,2020/12/27,Prague_1,16009.490000000002,3.68,0.53,0,,Sunday,0
525,2020/12/28,Prague_1,17041.710000000003,3.68,0.47000000000000003,0,,Monday,0
525,2020/12/29,Prague_1,14370.02,3.68,0.48,0,,Tuesday,0
525,2020/12/30,Prague_1,20862.940000000002,3.68,0.7,0,,Wednesday,0
525,2020/12/31,Prague_1,24219.649999999998,3.68,0.92,0,,Thursday,0
525,2021/1/1,Prague_1,0,3.68,0.7299999999999999,1,New Years Day,Friday,0
525,2021/1/2,Prague_1,12411.42,3.68,0.83,0,,Saturday,0
525,2021/1/3,Prague_1,14096.25,3.68,0.88,0,,Sunday,0
525,2021/1/4,Prague_1,13543.949999999999,3.68,0.83,0,,Monday,0
525,2021/1/5,Prague_1,16427.600000000002,3.68,1,0,,Tuesday,0
525,2021/1/6,Prague_1,18278.75,3.68,0.9799999999999999,1,Epiphany,Wednesday,0
525,2021/1/7,Prague_1,14132.720000000001,3.68,0.74,0,,Thursday,0
525,2021/1/8,Prague_1,16958.899999999998,3.68,0.82,0,,Friday,0
525,2021/1/9,Prague_1,14891.59,3.68,1,0,,Saturday,0
525,2021/1/10,Prague_1,16060.17,3.68,0.88,0,,Sunday,0
525,2021/1/11,Prague_1,17519.74,3.68,1,0,,Monday,0
525,2021/1/12,Prague_1,17480.75,3.68,0.82,0,,Tuesday,0
525,2021/1/13,Prague_1,15106.070000000002,3.68,1,0,,Wednesday,0
525,2021/1/14,Prague_1,18232.41,3.68,1,0,,Thursday,0
525,2021/1/15,Prague_1,22984.22,3.68,0.97,0,,Friday,0
525,2021/1/16,Prague_1,15429.470000000001,3.68,1,0,,Saturday,0
525,2021/1/17,Prague_1,17894.73,3.68,1,0,,Sunday,0
525,2021/1/18,Prague_1,19136.460000000003,3.68,1,0,,Monday,0
525,2021/1/19,Prague_1,15439.130000000001,3.68,1,0,,Tuesday,0
525,2021/1/20,Prague_1,14541.100000000002,3.68,1,0,,Wednesday,0
525,2021/1/21,Prague_1,19091.66,3.68,1,0,,Thursday,0
525,2021/1/22,Prague_1,22937.11,3.68,1,0,,Friday,0
525,2021/1/23,Prague_1,17912.93,3.68,1,0,,Saturday,0
525,2021/1/24,Prague_1,15376.06,3.68,1,0,,Sunday,0
525,2021/1/25,Prague_1,16378.460000000001,3.68,1,0,,Monday,0
525,2021/1/26,Prague_1,16481.08,3.68,1,0,,Tuesday,0
525,2021/1/27,Prague_1,14143.99,3.68,1,0,,Wednesday,0
525,2021/1/28,Prague_1,16819.11,3.68,0.88,0,,Thursday,0
525,2021/1/29,Prague_1,20909.77,3.68,0.91,0,,Friday,0
525,2021/1/30,Prague_1,17670.100000000002,3.68,0.96,0,,Saturday,0
525,2021/1/31,Prague_1,15492.820000000002,3.68,1,0,,Sunday,0
525,2021/2/1,Prague_1,16841.789999999997,3.68,0.99,0,Memorial Day of the Republic,Monday,0
525,2021/2/2,Prague_1,15733.899999999998,3.68,0.85,0,,Tuesday,0
525,2021/2/3,Prague_1,14229.949999999999,3.68,1,0,,Wednesday,0
525,2021/2/4,Prague_1,16519.789999999997,3.68,0.9799999999999999,0,,Thursday,0
525,2021/2/5,Prague_1,19636.26,3.68,1,0,,Friday,0
525,2021/2/6,Prague_1,16564.03,3.68,0.9400000000000001,0,,Saturday,0
525,2021/2/7,Prague_1,15751.399999999998,3.68,1,0,,Sunday,0
525,2021/2/8,Prague_1,17571.12,3.68,0.89,0,,Monday,0
525,2021/2/9,Prague_1,16165.029999999999,3.68,0.88,0,,Tuesday,0
525,2021/2/10,Prague_1,13588.89,3.68,0.9400000000000001,0,,Wednesday,0
525,2021/2/11,Prague_1,18924.850000000002,3.68,0.85,0,,Thursday,0
525,2021/2/12,Prague_1,19506.13,3.68,1,0,,Friday,0
525,2021/2/13,Prague_1,19450.97,3.68,0.92,0,,Saturday,0
525,2021/2/14,Prague_1,16916.059999999998,3.68,0.99,0,,Sunday,0
525,2021/2/15,Prague_1,17571.399999999998,3.68,1,0,,Monday,0
525,2021/2/16,Prague_1,16979.41,3.68,0.91,0,,Tuesday,0
525,2021/2/17,Prague_1,16561.02,3.68,1,0,,Wednesday,0
525,2021/2/18,Prague_1,11368.07,3.68,1,0,,Thursday,0
525,2021/2/19,Prague_1,22502.059999999998,3.68,0.99,0,,Friday,0
525,2021/2/20,Prague_1,19719.42,3.68,1,0,,Saturday,0
525,2021/2/21,Prague_1,14097.86,3.68,0.75,0,,Sunday,0
525,2021/2/22,Prague_1,18817.26,3.68,0.96,0,,Monday,0
525,2021/2/23,Prague_1,15140.649999999998,3.68,1,0,,Tuesday,0
525,2021/2/24,Prague_1,15421.77,3.68,0.67,0,,Wednesday,0
525,2021/2/25,Prague_1,19277.440000000002,3.68,0.9,0,Memorial Day for the Victims of the Communist Dictatorships,Thursday,0
525,2021/2/26,Prague_1,19519.149999999998,3.68,1,0,,Friday,0
525,2021/2/27,Prague_1,18606.28,3.68,0.95,0,,Saturday,0
525,2021/2/28,Prague_1,14731.779999999999,3.68,1,0,,Sunday,0
525,2021/3/1,Prague_1,19127.08,3.68,1,0,,Monday,0
525,2021/3/2,Prague_1,16894.36,3.68,1,0,,Tuesday,0
525,2021/3/3,Prague_1,18432.82,3.68,1,0,,Wednesday,0
525,2021/3/4,Prague_1,16637.600000000002,3.68,1,0,,Thursday,0
525,2021/3/5,Prague_1,15006.949999999999,3.68,1,0,,Friday,0
525,2021/3/6,Prague_1,21033.809999999998,3.68,1,0,,Saturday,0
525,2021/3/7,Prague_1,17295.53,3.68,0.86,0,,Sunday,0
525,2021/3/8,Prague_1,15913.869999999999,3.68,0.86,0,International womens day,Monday,0
525,2021/3/9,Prague_1,18668.649999999998,3.68,1,0,,Tuesday,0
525,2021/3/10,Prague_1,19889.940000000002,3.68,0.99,0,,Wednesday,0
525,2021/3/11,Prague_1,17164.28,3.68,0.95,0,,Thursday,0
525,2021/3/12,Prague_1,18426.309999999998,3.68,1,0,,Friday,0
525,2021/3/13,Prague_1,18726.61,3.68,1,0,,Saturday,0
525,2021/3/14,Prague_1,16413.95,3.68,0.82,0,,Sunday,0
525,2021/3/15,Prague_1,15316.279999999999,3.68,0.9400000000000001,1,Memorial Day for the Victims of the Holocaust,Monday,0
525,2021/3/16,Prague_1,17959.34,3.68,0.88,0,,Tuesday,0
525,2021/3/17,Prague_1,17628.309999999998,3.68,0.86,0,,Wednesday,0
525,2021/3/18,Prague_1,17058.09,3.68,0.95,0,,Thursday,0
525,2021/3/19,Prague_1,21666.539999999997,3.68,0.97,0,,Friday,0
525,2021/3/20,Prague_1,21808.99,3.68,0.93,0,,Saturday,0
525,2021/3/21,Prague_1,18534.11,3.68,0.97,0,,Sunday,0
525,2021/3/22,Prague_1,16650.41,3.68,0.91,0,,Monday,0
525,2021/3/23,Prague_1,16402.47,3.68,0.9,0,,Tuesday,0
525,2021/3/24,Prague_1,20144.74,3.68,1,0,,Wednesday,0
525,2021/3/25,Prague_1,17384.64,3.68,0.9,0,,Thursday,0
525,2021/3/26,Prague_1,19998.09,3.68,1,0,,Friday,0
525,2021/3/27,Prague_1,18759.649999999998,3.68,0.88,0,,Saturday,0
525,2021/3/28,Prague_1,18440.8,3.68,0.92,0,,Sunday,0
525,2021/3/29,Prague_1,17957.66,3.68,0.92,0,,Monday,0
525,2021/3/30,Prague_1,17719.309999999998,3.68,0.82,0,,Tuesday,0
525,2021/3/31,Prague_1,21947.100000000002,3.68,0.83,0,,Wednesday,0
525,2021/4/1,Prague_1,26153.26,3.68,0.86,0,,Thursday,0
525,2021/4/2,Prague_1,25333.7,3.68,0.86,1,Good Friday,Friday,0
525,2021/4/3,Prague_1,22902.32,3.68,0.82,1,,Saturday,0
525,2021/4/4,Prague_1,20928.95,3.68,0.85,1,,Sunday,0
525,2021/4/5,Prague_1,13470.38,3.68,1,1,Easter Monday,Monday,0
525,2021/4/6,Prague_1,23182.039999999997,3.68,0.95,0,,Tuesday,0
525,2021/4/7,Prague_1,17531.22,3.68,1,0,,Wednesday,0
525,2021/4/8,Prague_1,22185.309999999998,3.68,0.97,0,,Thursday,0
525,2021/4/9,Prague_1,21687.89,3.68,1,0,,Friday,0
525,2021/4/10,Prague_1,23149.98,3.68,1,0,,Saturday,0
525,2021/4/11,Prague_1,17767.75,3.68,1,0,,Sunday,0
525,2021/4/12,Prague_1,19188.75,3.68,0.88,0,,Monday,0
525,2021/4/13,Prague_1,17362.87,3.68,1,0,,Tuesday,0
525,2021/4/14,Prague_1,20852.72,3.68,1,0,,Wednesday,0
525,2021/4/15,Prague_1,20262.97,3.68,1,0,,Thursday,0
525,2021/4/16,Prague_1,25318.23,3.68,0.9799999999999999,0,Memorial Day for the Victims of the Holocaust,Friday,0
525,2021/4/17,Prague_1,22417.08,3.68,1,0,,Saturday,0
525,2021/4/18,Prague_1,15071.070000000002,3.68,1,0,,Sunday,0
525,2021/4/19,Prague_1,17089.309999999998,3.68,1,0,,Monday,0
525,2021/4/20,Prague_1,17363.43,3.68,1,0,,Tuesday,0
525,2021/4/21,Prague_1,18417.14,3.68,1,0,,Wednesday,0
525,2021/4/22,Prague_1,16068.429999999998,3.68,1,0,,Thursday,0
525,2021/4/23,Prague_1,21109.83,3.68,1,0,,Friday,0
525,2021/4/24,Prague_1,15851.220000000001,3.68,1,0,,Saturday,0
525,2021/4/25,Prague_1,15883.210000000001,3.68,1,0,,Sunday,0
525,2021/4/26,Prague_1,17257.73,3.68,1,0,,Monday,0
525,2021/4/27,Prague_1,14489.09,3.68,1,0,,Tuesday,0
525,2021/4/28,Prague_1,15748.11,3.68,1,0,,Wednesday,0
525,2021/4/29,Prague_1,15732.149999999998,3.68,1,0,,Thursday,0
525,2021/4/30,Prague_1,21324.940000000002,3.68,1,0,,Friday,0
525,2021/5/1,Prague_1,13845.44,3.68,1,1,Labour Day,Saturday,0
525,2021/5/2,Prague_1,15764.630000000001,3.68,1,0,,Sunday,0
525,2021/5/3,Prague_1,14509.880000000001,3.68,1,0,,Monday,0
525,2021/5/4,Prague_1,13907.25,3.68,1,0,,Tuesday,0
525,2021/5/5,Prague_1,13279.21,3.68,1,0,,Wednesday,0
525,2021/5/6,Prague_1,13884.71,3.68,1,0,,Thursday,0
525,2021/5/7,Prague_1,23138.01,3.68,1,0,,Friday,0
525,2021/5/8,Prague_1,19934.460000000003,3.68,1,1,Den osvobozeni,Saturday,0
525,2021/5/9,Prague_1,17059.350000000002,3.68,1,0,,Sunday,0
525,2021/5/10,Prague_1,14611.449999999999,3.68,1,0,,Monday,0
525,2021/5/11,Prague_1,11257.68,3.68,1,0,,Tuesday,0
525,2021/5/12,Prague_1,14329.14,3.68,0.9799999999999999,0,,Wednesday,0
525,2021/5/13,Prague_1,16152.220000000001,3.68,0.92,1,Ascension day,Thursday,0
525,2021/5/14,Prague_1,21075.39,3.68,1,0,,Friday,0
525,2021/5/15,Prague_1,17688.72,3.68,1,0,,Saturday,0
525,2021/5/16,Prague_1,13260.1,3.68,1,0,,Sunday,0
525,2021/5/17,Prague_1,15104.600000000002,3.68,1,0,,Monday,0
525,2021/5/18,Prague_1,14161.07,3.68,1,0,,Tuesday,0
525,2021/5/19,Prague_1,13809.25,3.68,1,0,,Wednesday,0
525,2021/5/20,Prague_1,16059.61,3.68,1,0,,Thursday,0
525,2021/5/21,Prague_1,19476.59,3.68,1,0,National Defense Day,Friday,0
525,2021/5/22,Prague_1,16818.55,3.68,1,0,,Saturday,0
525,2021/5/23,Prague_1,12986.82,3.68,0.9799999999999999,1,Whit sunday,Sunday,0
525,2021/5/24,Prague_1,13700.89,3.68,1,1,Whit monday,Monday,0
525,2021/5/25,Prague_1,14689.64,3.68,0.92,0,,Tuesday,0
525,2021/5/26,Prague_1,13317.01,3.68,1,0,,Wednesday,0
525,2021/5/27,Prague_1,14840.630000000001,3.68,0.92,0,,Thursday,0
525,2021/5/28,Prague_1,17677.03,3.68,1,0,,Friday,0
525,2021/5/29,Prague_1,14930.720000000001,3.68,1,0,,Saturday,0
525,2021/5/30,Prague_1,14084.14,3.68,1,0,,Sunday,0
525,2021/5/31,Prague_1,13224.19,3.68,0.9799999999999999,0,,Monday,0
525,2021/6/1,Prague_1,15221.009999999998,3.68,1,0,,Tuesday,0
525,2021/6/2,Prague_1,13199.13,3.68,1,0,,Wednesday,0
525,2021/6/3,Prague_1,15638.91,3.68,0.97,1,Corpus Christi,Thursday,0
525,2021/6/4,Prague_1,17027.78,3.68,1,0,Day of National Unity,Friday,0
525,2021/6/5,Prague_1,16593.149999999998,3.68,1,0,,Saturday,0
525,2021/6/6,Prague_1,13864.970000000001,3.68,0.93,0,,Sunday,0
525,2021/6/7,Prague_1,11250.4,3.68,0.99,0,,Monday,0
525,2021/6/8,Prague_1,13619.199999999999,3.68,1,0,,Tuesday,0
525,2021/6/9,Prague_1,11923.59,3.68,0.91,0,,Wednesday,0
525,2021/6/10,Prague_1,12403.58,3.68,1,0,,Thursday,0
525,2021/6/11,Prague_1,18751.53,3.68,1,0,,Friday,0
525,2021/6/12,Prague_1,12152.279999999999,3.68,1,0,,Saturday,0
525,2021/6/13,Prague_1,13087.41,3.68,1,0,,Sunday,0
525,2021/6/14,Prague_1,12438.51,3.68,1,0,,Monday,0
525,2021/6/15,Prague_1,14533.89,3.68,0.89,0,,Tuesday,0
525,2021/6/16,Prague_1,12217.59,3.68,0.93,0,,Wednesday,0
525,2021/6/17,Prague_1,12979.4,3.68,1,0,,Thursday,0
525,2021/6/18,Prague_1,16103.149999999998,3.68,1,0,,Friday,0
525,2021/6/19,Prague_1,15561.350000000002,3.68,0.9799999999999999,0,Independent Hungary Day,Saturday,0
525,2021/6/20,Prague_1,10465.49,3.68,1,0,,Sunday,0
525,2021/6/21,Prague_1,14359.100000000002,3.68,0.88,0,,Monday,0
525,2021/6/22,Prague_1,14199.71,3.68,1,0,,Tuesday,0
525,2021/6/23,Prague_1,13218.31,3.68,1,0,,Wednesday,0
525,2021/6/24,Prague_1,13992.93,3.68,1,0,,Thursday,0
525,2021/6/25,Prague_1,14427.77,3.68,1,0,,Friday,0
525,2021/6/26,Prague_1,11483.85,3.68,1,0,,Saturday,0
525,2021/6/27,Prague_1,14309.19,3.68,1,0,,Sunday,0
525,2021/6/28,Prague_1,11598.44,3.68,1,0,,Monday,0
525,2021/6/29,Prague_1,15206.59,3.68,1,0,,Tuesday,0
525,2021/6/30,Prague_1,11832.800000000001,3.68,1,0,,Wednesday,0
525,2021/7/1,Prague_1,11896.29,3.68,1,0,,Thursday,0
525,2021/7/2,Prague_1,14242.269999999999,3.68,1,0,,Friday,0
525,2021/7/3,Prague_1,12291.79,3.68,0.9799999999999999,0,,Saturday,0
525,2021/7/4,Prague_1,9126.74,3.68,1,0,,Sunday,0
525,2021/7/5,Prague_1,9996.980000000001,3.68,1,1,Cyrila a Metodej,Monday,0
525,2021/7/6,Prague_1,14178.220000000001,3.68,1,1,Jan Hus,Tuesday,0
525,2021/7/7,Prague_1,12816.93,3.68,0.92,0,,Wednesday,0
525,2021/7/8,Prague_1,10678.99,3.68,1,0,,Thursday,0
525,2021/7/9,Prague_1,12958.26,3.68,1,0,,Friday,0
525,2021/7/10,Prague_1,11756.36,3.68,1,0,,Saturday,0
525,2021/7/11,Prague_1,10729.18,3.68,0.93,0,,Sunday,0
525,2021/7/12,Prague_1,10714.76,3.68,1,0,,Monday,0
525,2021/7/13,Prague_1,12784.519999999999,3.68,1,0,,Tuesday,0
525,2021/7/14,Prague_1,12257.279999999999,3.68,0.89,0,,Wednesday,0
525,2021/7/15,Prague_1,11520.18,3.68,0.9799999999999999,0,,Thursday,0
525,2021/7/16,Prague_1,12491.08,3.68,1,0,,Friday,0
